Date,ticker,close_price,Volume
2020-09-30 00:00:00-04:00,PLTR,9.5,338584400
2020-10-01 00:00:00-04:00,PLTR,9.460000038146973,124297600
2020-10-02 00:00:00-04:00,PLTR,9.199999809265137,55018300
2020-10-05 00:00:00-04:00,PLTR,9.029999732971191,36316900
2020-10-06 00:00:00-04:00,PLTR,9.899999618530273,90864000
2020-10-07 00:00:00-04:00,PLTR,10.0,54672400
2020-10-08 00:00:00-04:00,PLTR,10.0,34989200
2020-10-09 00:00:00-04:00,PLTR,9.949999809265137,19653500
2020-10-12 00:00:00-04:00,PLTR,9.890000343322754,20623600
2020-10-13 00:00:00-04:00,PLTR,9.470000267028809,21847200
2020-10-14 00:00:00-04:00,PLTR,9.34000015258789,13652600
2020-10-15 00:00:00-04:00,PLTR,9.90999984741211,12924100
2020-10-16 00:00:00-04:00,PLTR,9.710000038146973,11142500
2020-10-19 00:00:00-04:00,PLTR,9.569999694824219,9126400
2020-10-20 00:00:00-04:00,PLTR,9.270000457763672,11138200
2020-10-21 00:00:00-04:00,PLTR,9.199999809265137,9190000
2020-10-22 00:00:00-04:00,PLTR,9.680000305175781,17928600
2020-10-23 00:00:00-04:00,PLTR,9.489999771118164,12618000
2020-10-26 00:00:00-04:00,PLTR,9.949999809265137,23767300
2020-10-27 00:00:00-04:00,PLTR,10.949999809265137,53695900
2020-10-28 00:00:00-04:00,PLTR,10.850000381469727,30941700
2020-10-29 00:00:00-04:00,PLTR,10.75,20515700
2020-10-30 00:00:00-04:00,PLTR,10.130000114440918,19705500
2020-11-02 00:00:00-05:00,PLTR,10.539999961853027,11677800
2020-11-03 00:00:00-05:00,PLTR,10.5,21652800
2020-11-04 00:00:00-05:00,PLTR,10.720000267028809,15783400
2020-11-05 00:00:00-05:00,PLTR,11.880000114440918,48560400
2020-11-06 00:00:00-05:00,PLTR,13.829999923706055,89977600
2020-11-09 00:00:00-05:00,PLTR,14.670000076293945,60099000
2020-11-10 00:00:00-05:00,PLTR,14.0,38078700
2020-11-11 00:00:00-05:00,PLTR,15.960000038146973,47027900
2020-11-12 00:00:00-05:00,PLTR,14.579999923706055,97904000
2020-11-13 00:00:00-05:00,PLTR,15.800000190734863,76354800
2020-11-16 00:00:00-05:00,PLTR,15.930000305175781,65326000
2020-11-17 00:00:00-05:00,PLTR,17.850000381469727,116618500
2020-11-18 00:00:00-05:00,PLTR,17.899999618530273,89957900
2020-11-19 00:00:00-05:00,PLTR,18.979999542236328,56225400
2020-11-20 00:00:00-05:00,PLTR,18.149999618530273,72104000
2020-11-23 00:00:00-05:00,PLTR,21.040000915527344,84716300
2020-11-24 00:00:00-05:00,PLTR,23.81999969482422,115468800
2020-11-25 00:00:00-05:00,PLTR,29.049999237060547,202563700
2020-11-27 00:00:00-05:00,PLTR,27.65999984741211,207834000
2020-11-30 00:00:00-05:00,PLTR,27.110000610351562,137243000
2020-12-01 00:00:00-05:00,PLTR,25.670000076293945,84050000
2020-12-02 00:00:00-05:00,PLTR,22.510000228881836,149062100
2020-12-03 00:00:00-05:00,PLTR,24.030000686645508,85634300
2020-12-04 00:00:00-05:00,PLTR,23.850000381469727,56044100
